FID,OBJECTID,LabNumber,PDRNumber,Collected_,CtValue,Results,Host,Lab_Set,Cycle_No,Month_,Year_,Program_ID,Activity_I,Situation_,Address,City,State,Zip,County,GRID_NUMBE,Latitude,Longitude,X_ref,Y_ref
353,7650,17-52066,CE2P06793835,9/20/2017,39.69253159,NEG,Lemon,CDFA, ,9,2017,HLB,42,63,3445-3445 1/2-3447-3447 1/2 11th Ave,Los Angeles,CA,90018,Los Angeles, ,34.02426,-118.329475,154276,-442117
354,7654,17-52040,CE2P06793843,9/21/2017,38.63816071,NEG,Sweet Lime,CDFA, ,9,2017,HLB,42,63,3698 Buckingham Rd,Los Angeles,CA,90016,Los Angeles, ,34.019974,-118.340237,153290,-442610
355,7695,17-50641,CE2P06793916,9/12/2017,38.58214951,NEG,Sweet Lime,CDFA, ,9,2017,HLB,42,63,8806 Creeland St,Pico Rivera,CA,90660,Los Angeles, ,34.005433,-118.084788,176912,-443777
356,7721,17-46006,CE2P06793996,8/21/2017,28.31058502,POSITIVE,Kumquat,CDFA, ,8,2017,HLB,42,63,5361 Zola Ave,Pico Rivera,CA,90660,Los Angeles, ,33.997705,-118.088206,176614,-444641
357,7757,17-48149,CE2P06794055,8/29/2017,39.63765335,NEG,Orange,CDFA, ,8,2017,HLB,42,63,2521 Treelane Ave,Monrovia,CA,91016,Los Angeles, ,34.1194,-118.006596,183868,-430989
358,7758,17-48687,CE2P06794062,8/30/2017,39.77062607,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,3625 Weik Ave,Bell Gardens,CA,90201,Los Angeles, ,33.972504,-118.201752,166179,-447641
359,7797,17-50536,CE2P06794265,9/14/2017,28.66890335,POSITIVE,Key Lime,CDFA, ,9,2017,HLB,42,63,8834-8836 Shenandoah Ave,Pico Rivera,CA,90660,Los Angeles, ,33.999114,-118.086167,176799,-444481
360,7799,17-50498,CE2P06794268,9/14/2017,39.04396057,NEG,Mandarin,CDFA, ,9,2017,HLB,42,63,8926 Shenandoah Ave,Pico Rivera,CA,90660,Los Angeles, ,33.998798,-118.084814,176925,-444513
361,7819,17-51787,CE2P06794290,9/18/2017,24.60517311,POSITIVE,Orange,CDFA, ,9,2017,HLB,42,63,8708 Dunlap Crossing Rd,Pico Rivera,CA,90660,Los Angeles, ,33.995779,-118.091704,176295,-444861
362,7832,17-50490,CE2P06794343,9/13/2017,24.34300995,POSITIVE,Lime,CDFA, ,9,2017,HLB,42,63,8709 Railton St,Pico Rivera,CA,90660,Los Angeles, ,34.00535,-118.086309,176772,-443789
363,7836,17-50624,CE2P06794350,9/14/2017,39.08568192,NEG,Lemon,CDFA, ,9,2017,HLB,42,63,5511 Manzanar Ave,Pico Rivera,CA,90660,Los Angeles, ,33.995305,-118.087325,176701,-444905
364,7881,17-51914,CE2P06794510,9/20/2017,38.80707932,NEG,Pummelo,CDFA, ,9,2017,HLB,42,63,9035 Olive St,Temple City,CA,91780,Los Angeles, ,34.096827,-118.072564,177835,-433618
365,7914,17-51791,CE2P06794638,9/21/2017,29.647789,POSITIVE,Lemon,CDFA, ,9,2017,HLB,42,63,5425 Los Toros Ave,Pico Rivera,CA,90660,Los Angeles, ,33.997004,-118.09134,176326,-444724
366,7972,17-41660,CEAP06430678,8/1/2017,38.59368515,NEG,Orange,CDFA, ,8,2017,HLB,42,63,8722 Daines Dr,San Gabriel,CA,91776,Los Angeles, ,34.097729,-118.07876,177262,-433530
367,7973,17-42967,CEAP06430679,8/9/2017,38.59078217,NEG,Orange,CDFA, ,8,2017,HLB,42,63,5243 Acacia St,San Gabriel,CA,91776,Los Angeles, ,34.096419,-118.075585,177557,-433669
368,8028,17-51956,CEAP06430788,9/20/2017,39.24734497,NEG,Orange,CDFA, ,9,2017,HLB,42,63,9053 Olive St,Temple City,CA,91780,Los Angeles, ,34.096672,-118.071724,177913,-433634
369,8034,17-51950,CEAP06430788,9/20/2017,37.79014969,NEG,Orange,CDFA, ,9,2017,HLB,42,63,9053 Olive St,Temple City,CA,91780,Los Angeles, ,34.096672,-118.071724,177913,-433634
370,8058,17-50706,CEAP06430794,9/13/2017,39.4734993,NEG,Sweet Lime,CDFA, ,9,2017,HLB,42,63,8806 Creeland St,Pico Rivera,CA,90660,Los Angeles, ,34.005433,-118.084788,176912,-443777
371,8076,17-37793,CEAP06430839,7/13/2017,39.51282501,NEG,Pummelo,CDFA, ,7,2017,HLB,42,63,8600 Zerelda St,Rosemead,CA,91770,Los Angeles, ,34.089843,-118.081029,177070,-434409
372,8097,17-37943,CEAP06430841,7/13/2017,39.34190369,NEG,Sweet Lime,CDFA, ,7,2017,HLB,42,63,8630 Mission Dr,Rosemead,CA,91770,Los Angeles, ,34.087281,-118.080974,177081,-434693
373,8197,17-48950,CEAP06431259,9/6/2017,38.76702881,NEG,Sweet Lime,CDFA, ,9,2017,HLB,42,63,5135 Lindsey Ave,Pico Rivera,CA,90660,Los Angeles, ,33.997459,-118.082371,177153,-444657
374,8242,17-48911,CEAP06431270,9/6/2017,38.36235046,NEG,Lemon,CDFA, ,9,2017,HLB,42,63,5402 Zola Ave,Pico Rivera,CA,90660,Los Angeles, ,33.997369,-118.088603,176578,-444679
375,8262,17-48735,CEAP06431275,9/6/2017,38.7008667,NEG,Orange,CDFA, ,9,2017,HLB,42,63,5548 N Willard Ave,San Gabriel,CA,91776,Los Angeles, ,34.100433,-118.085221,176659,-433242
376,8268,17-49448,CEAP06431277,9/7/2017,38.77779388,NEG,Orange,CDFA, ,9,2017,HLB,42,63,5600 N Willard Ave,San Gabriel,CA,91776,Los Angeles, ,34.101715,-118.084939,176683,-433099
377,8276,17-50506,CEAP06431283,9/13/2017,36.48752594,INCON,Sweet Lime,CDFA, ,9,2017,HLB,42,63,5541 Manzanar Ave,Pico Rivera,CA,90660,Los Angeles, ,33.994688,-118.088127,176628,-444975
378,8322,17-50683,CEAP06431739,9/13/2017,39.8631134,NEG,Orange,CDFA, ,9,2017,HLB,42,63,5611 Maris Ave,Pico Rivera,CA,90660,Los Angeles, ,33.994727,-118.089395,176511,-444973
379,8325,17-50678,CEAP06431739,9/13/2017,39.89357376,NEG,Tangerine,CDFA, ,9,2017,HLB,42,63,5611 Maris Ave,Pico Rivera,CA,90660,Los Angeles, ,33.994727,-118.089395,176511,-444973
380,8331,17-50682,CEAP06431739,9/13/2017,39.78073502,NEG,Lime,CDFA, ,9,2017,HLB,42,63,5611 Maris Ave,Pico Rivera,CA,90660,Los Angeles, ,33.994727,-118.089395,176511,-444973
381,8369,17-47995,CEAP06431786,8/29/2017,39.2881012,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,1000 E Broadway,San Gabriel,CA,91776,Los Angeles, ,34.099031,-118.086493,176545,-433400
382,8419,17-48751,CEAP06431817,9/5/2017,38.19673157,NEG,Orange,CDFA, ,9,2017,HLB,42,63,5340 Acacia St,San Gabriel,CA,91776,Los Angeles, ,34.09761,-118.07556,177557,-433537
383,8467,17-48602,CEAP06432138,8/31/2017,39.80427933,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,5576 N Muscatel Ave,San Gabriel,CA,91776,Los Angeles, ,34.101198,-118.07717,177400,-433142
384,8491,17-37004,CEAP06432157,7/12/2017,39.16653824,NEG,Tangelo,CDFA, ,7,2017,HLB,42,63,8632 Mission Dr,Rosemead,CA,91770,Los Angeles, ,34.087243,-118.080872,177090,-434697
385,8499,17-49681,CEAP06432507,9/11/2017,31.46832466,POSITIVE,Lime,CDFA, ,9,2017,HLB,42,63,8729 Railton St,Pico Rivera,CA,90660,Los Angeles, ,34.004884,-118.085706,176829,-443840
386,8500,17-49683,CEAP06432507,9/11/2017,26.3319664,POSITIVE,Lime,CDFA, ,9,2017,HLB,42,63,8729 Railton St,Pico Rivera,CA,90660,Los Angeles, ,34.004884,-118.085706,176829,-443840
387,8501,17-49682,CEAP06432507,9/11/2017,25.68262291,POSITIVE,Orange,CDFA, ,9,2017,HLB,42,63,8729 Railton St,Pico Rivera,CA,90660,Los Angeles, ,34.004884,-118.085706,176829,-443840
388,8519,17-44030,CEAP06432655,8/10/2017,39.14899826,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,8521 E Broadway,San Gabriel,CA,91776,Los Angeles, ,34.09909,-118.08297,176870,-433387
389,8655,17-49651,CEAP06433137,9/11/2017,38.43610764,NEG,Grapefruit,CDFA, ,9,2017,HLB,42,63,5411 Bridgeview Ave,Pico Rivera,CA,90660,Los Angeles, ,33.996539,-118.088349,176603,-444770
390,8677,17-40826,CEAP06701240,7/27/2017,39.2326355,NEG,Kumquat,CDFA, ,7,2017,HLB,42,63,4724 Ivar Ave,Rosemead,CA,91770,Los Angeles, ,34.089642,-118.074869,177639,-434420
391,8706,17-37063,CEAP06701247,7/12/2017,39.26015472,NEG,Grapefruit,CDFA, ,7,2017,HLB,12,63,4521 Walnut Grove Ave,Rosemead,CA,91770,Los Angeles, ,34.086536,-118.082145,176974,-434778
392,8838,17-36994,CEAP06701322,7/12/2017,38.95674515,NEG,Wampi,CDFA, ,7,2017,HLB,42,63,4428 La Presa Ave,Rosemead,CA,91770,Los Angeles, ,34.085446,-118.080838,177097,-434896
393,8879,17-43944,CEAP06701327,8/14/2017,24.48401833,POSITIVE,Key Lime,CDFA, ,8,2017,HLB,42,63,8615 Dunlap Crossing Rd,Pico Rivera,CA,90660,Los Angeles, ,33.996997,-118.09194,176271,-444726
394,8882,17-43917,CEAP06701328,8/15/2017,39.21472168,NEG,Tangerine,CDFA, ,8,2017,HLB,42,63,5268 Los Toros Ave,Pico Rivera,CA,90660,Los Angeles, ,33.998171,-118.088855,176553,-444590
395,8999,17-37952,CEAP06701368,7/13/2017,39.19665527,NEG,Lemon,CDFA, ,7,2017,HLB,42,63,4706 Bartlett Ave,Rosemead,CA,91770,Los Angeles, ,34.089758,-118.079737,177189,-434416
396,9053,17-40477,CEAP06701378,7/27/2017,38.84957504,NEG,Tri Orange,CDFA, ,7,2017,HLB,42,63,5042 N Muscatel Ave,San Gabriel,CA,91776,Los Angeles, ,34.094295,-118.077568,177379,-433909
397,9121,17-36479,CEAP06701393,7/10/2017,39.2002449,NEG,Trifoliate Orange-Pummelo,CDFA, ,7,2017,HLB,42,63,8412 Seth St,San Gabriel,CA,91776,Los Angeles, ,34.09556,-118.085684,176628,-433783
398,9215,17-40697,CEAP06701533,8/3/2017,28.23436546,POSITIVE,Tangerine,CDFA, ,8,2017,HLB,42,63,8607 Holbrook St,Pico Rivera,CA,90660,Los Angeles, ,34.001502,-118.089359,176499,-444222
399,9218,17-40701,CEAP06701533,8/3/2017,27.04174042,POSITIVE,Tangerine,CDFA, ,8,2017,HLB,42,63,8607 Holbrook St,Pico Rivera,CA,90660,Los Angeles, ,34.001502,-118.089359,176499,-444222
400,9409,17-45978,CEAP06701577,8/17/2017,39.25866699,NEG,Orange,CDFA, ,8,2017,HLB,42,63,8607 Dunlap Crossing Rd,Pico Rivera,CA,90660,Los Angeles, ,33.997204,-118.092267,176240,-444704
401,9474,17-37901,CEAP06701594,7/18/2017,39.22357941,NEG,Mandarin,CDFA, ,7,2017,HLB,42,63,8650 Mission Dr,Rosemead,CA,91770,Los Angeles, ,34.087053,-118.080381,177136,-434717
402,9482,17-37902,CEAP06701594,7/18/2017,39.28430939,NEG,Tangerine,CDFA, ,7,2017,HLB,42,63,8650 Mission Dr,Rosemead,CA,91770,Los Angeles, ,34.087053,-118.080381,177136,-434717
403,9523,17-37832,CEAP06701599,7/18/2017,39.53866196,NEG,Lemon,CDFA, ,7,2017,HLB,42,63,4527 Pistache Ln,Rosemead,CA,91770,Los Angeles, ,34.087257,-118.078924,177270,-434692
404,9580,17-38134,CEAP06701608,7/19/2017,39.96,NEG,Pummelo,CDFA, ,7,2017,HLB,42,63,8718 Bethanie St,Rosemead,CA,91770,Los Angeles, ,34.088543,-118.078903,177269,-434549
405,9582,17-38132,CEAP06701608,7/19/2017,39.87,NEG,Kumquat,CDFA, ,7,2017,HLB,42,63,8718 Bethanie St,Rosemead,CA,91770,Los Angeles, ,34.088543,-118.078903,177269,-434549
406,9628,17-46409,CEAP06701613,8/17/2017,38.08347702,NEG,Orange,CDFA, ,8,2017,HLB,42,63,5457 N Charlotte Ave,San Gabriel,CA,91776,Los Angeles, ,34.098615,-118.088526,176359,-433450
407,9671,17-40739,CEAP06701647,7/26/2017,38.77084351,NEG,Orange,CDFA, ,7,2017,HLB,42,63,1705 Geranio Dr,Alhambra,CA,91801,Los Angeles, ,34.075017,-118.109435,174482,-436106
408,9746,17-40736,CEAP06701664,7/26/2017,38.80423355,NEG,Sweet Lime,CDFA, ,7,2017,HLB,42,63,116 Sunset Ave,San Gabriel,CA,91776,Los Angeles, ,34.095088,-118.098693,175429,-433860
409,9760,17-45687,CEAP06701668,8/23/2017,39.27901077,NEG,Mandarin,CDFA, ,8,2017,HLB,42,63,190 Walnut Grove Ave Unit A,San Gabriel,CA,91776,Los Angeles, ,34.10156,-118.083738,176794,-433114
410,9771,17-43901,CEAP06701675,8/11/2017,26.96733093,POSITIVE,Lime,CDFA, ,8,2017,HLB,42,63,5226 Paramount Blvd,Pico Rivera,CA,90660,Los Angeles, ,34.000133,-118.090499,176397,-444376
411,9773,17-43899,CEAP06701675,8/11/2017,38.60935211,NEG,Tangerine,CDFA, ,8,2017,HLB,42,63,5226 Paramount Blvd,Pico Rivera,CA,90660,Los Angeles, ,34.000133,-118.090499,176397,-444376
412,9775,17-43921,CEAP06701676,8/11/2017,28.12402916,POSITIVE,Lemon,CDFA, ,8,2017,HLB,42,63,5214 Paramount Blvd,Pico Rivera,CA,90660,Los Angeles, ,34.000418,-118.090271,176417,-444344
413,9848,17-43890,CEAP06701694,8/14/2017,30.6234169,POSITIVE,Key Lime,CDFA, ,8,2017,HLB,42,63,5218 Dulin Ave,Pico Rivera,CA,90660,Los Angeles, ,34.000071,-118.089427,176496,-444381
414,9955,17-43953,CEAP06701772,8/11/2017,28.38702965,POSITIVE,Mandarin,CDFA, ,8,2017,HLB,42,63,5423 Calico Ave,Pico Rivera,CA,90660,Los Angeles, ,33.997798,-118.091178,176339,-444636
415,9957,17-43954,CEAP06701772,8/11/2017,26.44233704,POSITIVE,Lime,CDFA, ,8,2017,HLB,42,63,5423 Calico Ave,Pico Rivera,CA,90660,Los Angeles, ,33.997798,-118.091178,176339,-444636
416,9971,17-44056,CEAP06701786,8/14/2017,39.46719742,NEG,Orange,CDFA, ,8,2017,HLB,42,63,286 N Charlotte Ave,San Gabriel,CA,91776,Los Angeles, ,34.098981,-118.088434,176366,-433409
417,10095,17-42153,CEAP06701809,8/7/2017,39.79787064,NEG,Orange,CDFA, ,8,2017,HLB,42,63,5208-5210 Sereno Dr,Temple City,CA,91780,Los Angeles, ,34.094553,-118.071012,177983,-433868
418,10128,17-43910,CEAP06701813,8/14/2017,31.08410072,POSITIVE,Mandarin,CDFA, ,8,2017,HLB,42,63,8615 Reichling Ln,Pico Rivera,CA,90660,Los Angeles, ,33.998623,-118.090906,176362,-444544
419,10187,17-50550,CEAP06701833,9/12/2017,39.3296051,NEG,Key Lime,CDFA, ,9,2017,HLB,42,63,8835 Railton St,Pico Rivera,CA,90660,Los Angeles, ,34.004551,-118.084177,176971,-443874
420,10200,17-43993,CEAP06701837,8/15/2017,39.53255844,NEG,Lime,CDFA, ,8,2017,HLB,42,63,8602 Reichling Ln,Pico Rivera,CA,90660,Los Angeles, ,33.998661,-118.091153,176340,-444540
421,10315,17-47059,CEAP06701880,8/23/2017,39.37553406,NEG,Kumquat,CDFA, ,8,2017,HLB,42,63,9028 Broadway,Temple City,CA,91780,Los Angeles, ,34.098989,-118.072354,177850,-433378
422,10322,17-47892,CEAP06701881,8/28/2017,38.10484314,NEG,Mexican Lime,CDFA, ,8,2017,HLB,42,63,5249 Sereno Dr,Temple City,CA,91780,Los Angeles, ,34.09538,-118.072432,177851,-433779
423,10325,17-47899,CEAP06701882,8/28/2017,39.47414017,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,5127 Sultana Ave,Temple City,CA,91780,Los Angeles, ,34.093993,-118.071853,177907,-433931
424,10355,17-44204,CEAP06701894,8/14/2017,39.80893326,NEG,Orange,CDFA, ,8,2017,HLB,42,63,260 Walnut Grove Ave,San Gabriel,CA,91776,Los Angeles, ,34.100061,-118.083697,176801,-433281
425,10379,17-44112,CEAP06701898,8/15/2017,39.20674896,NEG,Orange,CDFA, ,8,2017,HLB,42,63,250 Walnut Grove Ave,San Gabriel,CA,91776,Los Angeles, ,34.100136,-118.083718,176799,-433272
426,10395,17-51933,CEAP06701903,9/20/2017,39.87081528,NEG,Murraya,CDFA, ,9,2017,HLB,42,63,5544 N Del Loma Ave,San Gabriel,CA,91776,Los Angeles, ,34.100829,-118.085818,176603,-433199
427,10425,17-47037,CEAP06701908,8/24/2017,38.96175003,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,1001 E Broadway,San Gabriel,CA,91776,Los Angeles, ,34.099084,-118.086403,176553,-433394
428,10427,17-47035,CEAP06701908,8/24/2017,39.38773727,NEG,Pummelo,CDFA, ,8,2017,HLB,42,63,1001 E Broadway,San Gabriel,CA,91776,Los Angeles, ,34.099084,-118.086403,176553,-433394
429,10446,17-46932,CEAP06701911,8/23/2017,39.22251511,NEG,Orange,CDFA, ,8,2017,HLB,42,63,5518 Zola Ave,Pico Rivera,CA,90660,Los Angeles, ,33.99618,-118.090264,176427,-444814
430,10458,17-47800,CEAP06701913,8/28/2017,29.24949837,POSITIVE,Lemon,CDFA, ,8,2017,HLB,42,63,4931 Acacia Ave,Pico Rivera,CA,90660,Los Angeles, ,34.002651,-118.085203,176880,-444087
431,10520,17-48567,CEAP06701931,8/30/2017,37.9946785,NEG,Pummelo,CDFA, ,8,2017,HLB,42,63,8806 E Broadway,San Gabriel,CA,91776,Los Angeles, ,34.099022,-118.077332,177390,-433384
432,10523,17-48566,CEAP06701931,8/30/2017,37.67628098,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,8806 E Broadway,San Gabriel,CA,91776,Los Angeles, ,34.099022,-118.077332,177390,-433384
433,10532,17-49454,CEAP06701933,9/7/2017,39.39453888,NEG,Pummelo,CDFA, ,9,2017,HLB,42,63,5623 Walnut Grove Ave,San Gabriel,CA,91776,Los Angeles, ,34.102223,-118.083814,176785,-433041
434,10538,17-46117,CEAP06701935,8/21/2017,29.5041523,POSITIVE,Lemon,CDFA, ,8,2017,HLB,42,63,5438 Los Toros Ave,Pico Rivera,CA,90660,Los Angeles, ,33.996413,-118.091367,176325,-444790
435,10558,17-47968,CEAP06701939,8/30/2017,38.32313538,NEG,Grapefruit,CDFA, ,8,2017,HLB,42,63,5600 Walnut Grove Ave Unit F,San Gabriel,CA,91776,Los Angeles, ,34.10168,-118.08273,176886,-433099
436,10576,17-47065,CEAP06701944,8/24/2017,39.67051315,NEG,Kumquat,CDFA, ,8,2017,HLB,42,63,190 Walnut Grove Ave Unit A,San Gabriel,CA,91776,Los Angeles, ,34.10156,-118.083738,176794,-433114
437,10598,17-45909,CEAP06701949,8/22/2017,39.43339539,NEG,Orange,CDFA, ,8,2017,HLB,42,63,5543 N Muscatel Ave,San Gabriel,CA,91776,Los Angeles, ,34.100262,-118.077236,177396,-433246
438,10613,17-47019,CEAP06701952,8/24/2017,38.76258469,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,975 E Broadway,San Gabriel,CA,91776,Los Angeles, ,34.099073,-118.086943,176504,-433396
439,10662,17-46943,CEAP06701962,8/24/2017,38.70367813,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,5521 Calico Ave,Pico Rivera,CA,90660,Los Angeles, ,33.99611,-118.092422,176228,-444826
440,10683,17-50607,CEAP06701989,9/13/2017,35.51693726,INCON,Lemon,CDFA, ,9,2017,HLB,42,63,8640 Dunlap Crossing Rd,Pico Rivera,CA,90660,Los Angeles, ,33.996263,-118.091657,176298,-444807
441,10691,17-50524,CEAP06701991,9/13/2017,39.26778793,NEG,Mandarin,CDFA, ,9,2017,HLB,42,63,8734 Dunlap Crossing Rd,Pico Rivera,CA,90660,Los Angeles, ,33.9952,-118.09098,176363,-444924
442,10695,17-50611,CEAP06701992,9/14/2017,38.45438004,NEG,Bearss Lime,CDFA, ,9,2017,HLB,42,63,8904 Shenandoah Ave,Pico Rivera,CA,90660,Los Angeles, ,33.99906,-118.085414,176869,-444485
443,10803,17-41675,CEAP06707541,8/2/2017,38.06186676,NEG,Mandarin,CDFA, ,8,2017,HLB,42,63,4741 Ivar Ave,Rosemead,CA,91770,Los Angeles, ,34.089955,-118.074963,177629,-434385
444,10879,17-39755,CEAP06707723,7/26/2017,38.28624344,NEG,Key Lime,CDFA, ,7,2017,HLB,42,63,4536 Dubonnet Ave,Rosemead,CA,91770,Los Angeles, ,34.087892,-118.079278,177236,-434622
445,10887,17-41462,CEAP06707725,7/31/2017,28.89852333,POSITIVE,Pummelo,CDFA, ,7,2017,HLB,42,63,5004 N Muscatel Ave,San Gabriel,CA,91776,Los Angeles, ,34.09337,-118.07705,177429,-434010
446,11008,17-43162,CEAP06707788,8/14/2017,38.27110672,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,4814 Bartlett Ave,Rosemead,CA,91770,Los Angeles, ,34.091047,-118.079777,177183,-434273
447,11061,17-48884,CEAP06707846,9/6/2017,26.84185219,POSITIVE,Lemon,CDFA, ,9,2017,HLB,42,63,8704 Creeland St,Pico Rivera,CA,90660,Los Angeles, ,34.005785,-118.086379,176765,-443741
448,11062,17-48885,CEAP06707846,9/6/2017,27.75717163,POSITIVE,Mandarin,CDFA, ,9,2017,HLB,42,63,8704 Creeland St,Pico Rivera,CA,90660,Los Angeles, ,34.005785,-118.086379,176765,-443741
449,11064,17-48886,CEAP06707846,9/6/2017,28.30010796,POSITIVE,Lemon,CDFA, ,9,2017,HLB,42,63,8704 Creeland St,Pico Rivera,CA,90660,Los Angeles, ,34.005785,-118.086379,176765,-443741
450,11102,17-47747,CEAP06708676,8/30/2017,39.47596359,NEG,Grapefruit,CDFA, ,8,2017,HLB,42,63,8612 Dunlap Crossing Rd,Pico Rivera,CA,90660,Los Angeles, ,33.996778,-118.092036,176262,-444751
451,11114,17-47773,CEAP06708677,8/30/2017,39.32258606,NEG,Mandarin,CDFA, ,8,2017,HLB,42,63,5259 Calico Ave,Pico Rivera,CA,90660,Los Angeles, ,33.998989,-118.089068,176531,-444500
452,11154,17-44084,CEAP06708722,8/15/2017,39.13080978,NEG,Orange,CDFA, ,8,2017,HLB,42,63,5574 Angelus Ave,San Gabriel,CA,91776,Los Angeles, ,34.101135,-118.08731,176465,-433168
453,11159,17-45738,CEAP06708723,8/16/2017,39.19797897,NEG,Pummelo,CDFA, ,8,2017,HLB,42,63,5108 Acacia St,San Gabriel,CA,91776,Los Angeles, ,34.094368,-118.07547,177573,-433897
454,11202,17-44709,FR0P06318115,8/16/2017,39.1651535,NEG,lemon,CDFA, ,8,2017,HLB,42,63,3419 Snyder St,Selma,CA,93662,Fresno, ,36.583875,-119.622797,33706.10156,-159166
455,11207,17-46466,FR0P06318122,8/23/2017,39.74329758,NEG,lemon,CDFA, ,8,2017,HLB,42,63,1851 McCall Ave,Selma,CA,93662,Fresno, ,36.559233,-119.610918,34778.89844,-161901
456,11253,17-50480,FR0P06322507,9/14/2017,39.02155685,NEG,orange,CDFA, ,9,2017,HLB,42,63,12370 E Shepherd Ave,Clovis,CA,93619,Fresno, ,36.866862,-119.559663,39201.60156,-127690
457,11330,17-40359,FR0P06477234,8/1/2017,39.35251999,NEG,lemon,CDFA, ,8,2017,HLB,42,63,1554 N Wilson Ave,Fresno,CA,93728,Fresno, ,36.764172,-119.806848,17218.90039,-139177
458,11368,17-38443,FR0P06477348,7/20/2017,38.38279343,NEG,lemon,CDFA, ,7,2017,HLB,42,63,450 W Center Ave,Porterville,CA,93257,Tulare, ,36.059564,-119.027044,87538.10156,-217049
459,11402,17-35574,FR0P06477403,7/5/2017,39.00455856,NEG,lemon,CDFA, ,7,2017,HLB,42,63,752 S Canby St,Tulare,CA,93274,Tulare, ,36.201519,-119.323737,60732.30078,-201508
460,11500,17-41258,FR0P06477769,8/3/2017,39.98026657,NEG,lemon,CDFA, ,8,2017,HLB,42,63,4512 N Sunnyside Ave,Clovis,CA,93619,Fresno, ,36.79959,-119.69141,27497,-135213
461,11576,17-50017,FR0P06477896,9/13/2017,38.04645538,NEG,Lemon,CDFA, ,9,2017,HLB,42,63,10321 Parliament Ave,Garden Grove,CA,92840,Orange, ,33.798226,-117.952933,189586,-466499
462,11578,17-44918,FR0P06477899,8/18/2017,38.54743576,NEG,lime,CDFA, ,8,2017,HLB,42,63,423 S Columbia Ave,Reedley,CA,93654,Fresno, ,36.593891,-119.439856,50046.69922,-157972
463,11624,17-50478,FR0P06478060,9/14/2017,37.87982178,NEG,lemon,CDFA, ,9,2017,HLB,42,63,3589 W Harvard Ave,Fresno,CA,93722,Fresno, ,36.773009,-119.857784,12676.59961,-138203
464,11706,17-51509,LM0P06604470,9/18/2017,38.83904648,NEG,lemon,CDFA, ,9,2017,HLB,42,63,222 Mariposa Dr,Camarillo,CA,93012,Ventura, ,34.218394,-118.999787,92147.20313,-421453
465,11930,17-36635,MV1P06108407,7/12/2017,39.03586197,NEG,Lime,CDFA, ,7,2017,HLB,93,63,1910 Filbert St,Oakland,CA,94607,Alameda, ,37.812462,-122.28159,-200573,-20253.80078
466,11942,17-36642,MV1P06114636,7/11/2017,38.98986053,NEG,Lemon,CDFA, ,7,2017,HLB,93,63,1212 Yosemite Ave,San Jose,CA,95126,Santa Clara, ,37.328729,-121.912813,-169244,-74734.10156
467,11965,17-39297,MV1P06114844,7/25/2017,39.42335892,NEG,Lemon,CDFA, ,7,2017,HLB,93,63,2101 13th Ave,Oakland,CA,94606,Alameda, ,37.794603,-122.240598,-197017,-22324.5
468,12012,17-49808,RI1P06002240,9/13/2017,39.07107544,NEG,citrus,CDFA, ,9,2017,HLB,40,23,1060 Martin Luther King Blvd,Riverside,CA,92507,Riverside, ,33.968075,-117.332915,246465,-446241
469,12021,17-49828,RI1P06002240,9/13/2017,39.16206741,NEG,citrus,CDFA, ,9,2017,HLB,40,23,1060 Martin Luther King Blvd,Riverside,CA,92507,Riverside, ,33.968075,-117.332915,246465,-446241
470,12044,17-49796,RI1P06002240,9/13/2017,38.61214447,NEG,citrus,CDFA, ,9,2017,HLB,40,23,1060 Martin Luther King Blvd,Riverside,CA,92507,Riverside, ,33.968075,-117.332915,246465,-446241
471,12163,17-36534,RS0P06614763,7/13/2017,37.94292831,NEG,Lemon,CDFA, ,7,2017,HLB,42,63,321 E Chapman Ave Bldg-1600,Fullerton,CA,92832,Orange, ,33.874047,-117.919853,192465,-458026
472,12168,17-36533,RS0P06614763,7/13/2017,38.47056198,NEG,Orange,CDFA, ,7,2017,HLB,42,63,321 E Chapman Ave Bldg-1600,Fullerton,CA,92832,Orange, ,33.874047,-117.919853,192465,-458026
473,12190,17-39517,RS0P06614819,7/29/2017,39.00594711,NEG,Orange,CDFA, ,7,2017,HLB,42,63,1751 Marlborough Ave,Riverside,CA,92507,Riverside, ,33.998114,-117.348861,244899,-442952
474,12204,17-41167,RS0P06614820,8/3/2017,38.41032028,NEG,Tangerine,CDFA, ,8,2017,HLB,42,63,1211 Edelweiss Ave,Riverside,CA,92501,Riverside, ,34.003291,-117.356959,244135,-442399
475,12209,17-41174,RS0P06614820,8/3/2017,38.63634109,NEG,lime.,CDFA, ,8,2017,HLB,42,63,1211 Edelweiss Ave,Riverside,CA,92501,Riverside, ,34.003291,-117.356959,244135,-442399
