FID,OBJECTID,LabNumber,PDRNumber,Collected_,CtValue,Results,Host,Lab_Set,Cycle_No,Month_,Year_,Program_ID,Activity_I,Situation_,Address,City,State,Zip,County,GRID_NUMBE,Latitude,Longitude,X_ref,Y_ref
476,12260,17-35300,RS0P06614898,7/10/2017,28.31,POSITIVE,Grapefruit,CDFA, ,7,2017,HLB,42,63,1968 Blenheim St,Riverside,CA,92507,Riverside, ,33.998396,-117.351431,244661,-442927
477,12531,17-40628,RS0P06615213,8/2/2017,39.10845947,NEG,Orange,CDFA, ,8,2017,HLB,42,63,1717 Chicago Ave,Riverside,CA,92507,Riverside, ,33.995803,-117.348533,244936,-443207
478,12533,17-40602,RS0P06615213,8/2/2017,39.21564484,NEG,Orange,CDFA, ,8,2017,HLB,42,63,1717 Chicago Ave,Riverside,CA,92507,Riverside, ,33.995803,-117.348533,244936,-443207
479,12552,17-40621,RS0P06615213,8/2/2017,38.60335922,NEG,Orange,CDFA, ,8,2017,HLB,42,63,1717 Chicago Ave,Riverside,CA,92507,Riverside, ,33.995803,-117.348533,244936,-443207
480,12623,17-46708,RS0P06615254,8/24/2017,26.55341339,POSITIVE,lemon,CDFA, ,8,2017,HLB,42,63,2036 W Folsom St,Anaheim,CA,92804,Orange, ,33.806372,-117.953903,189477,-465598
481,12624,17-46712,RS0P06615254,8/24/2017,27.76131821,POSITIVE,orange,CDFA, ,8,2017,HLB,42,63,2036 W Folsom St,Anaheim,CA,92804,Orange, ,33.806372,-117.953903,189477,-465598
482,12632,17-50315,RS0P06615256,9/18/2017,39.09732056,NEG,Grapefruit,CDFA, ,9,2017,HLB,42,63,6358 Stearns St,Riverside,CA,92504,Riverside, ,33.957773,-117.41408,238998,-447591
483,12655,17-50905,RS0P06615279,9/18/2017,39.22732162,NEG,orange,CDFA, ,9,2017,HLB,42,63,725 Via Orizaba,Riverside,CA,92506,Riverside, ,33.947399,-117.327682,247013,-448520
484,12662,17-50893,RS0P06615279,9/18/2017,39.30766296,NEG,orange,CDFA, ,9,2017,HLB,42,63,725 Via Orizaba,Riverside,CA,92506,Riverside, ,33.947399,-117.327682,247013,-448520
485,12664,17-50907,RS0P06615279,9/18/2017,38.82983017,NEG,orange,CDFA, ,9,2017,HLB,42,63,725 Via Orizaba,Riverside,CA,92506,Riverside, ,33.947399,-117.327682,247013,-448520
486,12667,17-50911,RS0P06615279,9/18/2017,39.17118073,NEG,Grapefruit,CDFA, ,9,2017,HLB,42,63,725 Via Orizaba,Riverside,CA,92506,Riverside, ,33.947399,-117.327682,247013,-448520
487,12694,17-50886,RS0P06615304,9/11/2017,38.07183838,NEG,Tri-Orange,CDFA, ,9,2017,HLB,42,63,12425 Loraine Ter,Moreno Valley,CA,92553,Riverside, ,33.94021,-117.245546,254627,-449100
488,12739,17-50917,RS0P06615319,9/19/2017,38.1949234,NEG,Kumquat,CDFA, ,9,2017,HLB,42,63,790 La Cadena Ln,Corona,CA,92879,Riverside, ,33.893757,-117.546385,226956,-455014
489,12946,17-34818,RS0P06738634,6/29/2017,39.19,NEG,Lime,CDFA, ,6,2017,HLB,42,63,1462 Sycamore Ln,San Bernardino,CA,92408,San Bernardino, ,34.06748,-117.255033,253341,-435014
490,13002,17-41158,RS0P06738696,8/3/2017,38.80105209,NEG,Lime,CDFA, ,8,2017,HLB,42,63,2020 Marlborough Ave,Riverside,CA,92507,Riverside, ,33.99747,-117.35257,244558,-443033
491,13150,17-35415,RS0P06739410,6/12/2017,38.39549637,NEG,Orange,CDFA, ,6,2017,HLB,42,63,524 Newkirk Ave,Fullerton,CA,92832,Orange, ,33.86547,-117.915848,192856,-458968
492,13234,17-35001,RS0P06739465,7/5/2017,39.73,NEG,Orange,CDFA, ,7,2017,HLB,42,63,413 1/2  E Truslow Ave,Fullerton,CA,92832,Orange, ,33.867397,-117.917054,192740,-458757
493,13272,17-36500,RS0P06739552,7/12/2017,39.2582016,NEG,Lime,CDFA, ,7,2017,HLB,42,63,1020 E Chestnut St,Anaheim,CA,92805,Orange, ,33.836235,-117.903806,194042,-462185
494,13312,17-41183,RS0P06739577,8/4/2017,38.15267944,NEG,orange,CDFA, ,8,2017,HLB,42,63,1099 W La Cadena Dr,Riverside,CA,92501,Riverside, ,34.003161,-117.351477,244642,-442399
495,13370,17-43684,RS0P06739732,8/15/2017,37.99971771,NEG,Orange,CDFA, ,8,2017,HLB,42,63,1988 Thornton St,Riverside,CA,92507,Riverside, ,33.994722,-117.354377,244400,-443342
496,13467,17-39451,RS0P06739810,7/28/2017,38.97,NEG,Orange,CDFA, ,7,2017,HLB,42,63,1967 Thornton St,Riverside,CA,92507,Riverside, ,33.994487,-117.353904,244444,-443367
497,13490,17-39348,RS0P06739946,7/28/2017,39.00554276,NEG,Lemon,CDFA, ,7,2017,HLB,42,63,2005 Marlborough Ave,Riverside,CA,92507,Riverside, ,33.997525,-117.352094,244602,-443026
498,13509,17-41941,RS0P06739955,8/8/2017,39.76878357,NEG,Kumquat,CDFA, ,8,2017,HLB,42,63,1417 Marsh Way,Riverside,CA,92501,Riverside, ,34.000177,-117.35524,244303,-442740
499,13580,17-39396,RS0P06740059,7/27/2017,36.7081604,POSITIVE,Orange,CDFA, ,7,2017,HLB,42,63,1921 Marlborough Ave,Riverside,CA,92507,Riverside, ,33.997661,-117.350836,244718,-443007
500,13613,17-45240,RS0P06740077,8/17/2017,33.0095787,POSITIVE,Orange,CDFA, ,8,2017,HLB,42,63,1511 Mulberry St,Riverside,CA,92501,Riverside, ,33.999703,-117.356346,244203,-442795
501,13621,17-45493,RS0P06740081,8/21/2017,39.65538406,NEG,Tangerine,CDFA, ,8,2017,HLB,42,63,3227 Spring Garden St,Riverside,CA,92501,Riverside, ,34.000861,-117.35412,244405,-442661
502,13631,17-47320,RS0P06740090,8/29/2017,39.04677582,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,1643 Elliott Dr,Riverside,CA,92507,Riverside, ,34.002604,-117.347202,245038,-442450
503,13632,17-47318,RS0P06740090,8/29/2017,38.46237946,NEG,Grapefruit,CDFA, ,8,2017,HLB,42,63,1643 Elliott Dr,Riverside,CA,92507,Riverside, ,34.002604,-117.347202,245038,-442450
504,13649,17-46551,RS0P06740145,8/23/2017,38.6592865,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,31976 Linda Ladera St,Yucaipa,CA,92399,San Bernardino, ,34.032706,-117.107144,267104,-438464
505,13688,17-41762,RS0P06740349,8/7/2017,38.48523331,NEG,Grapefruit,CDFA, ,8,2017,HLB,42,63,1777 Sonic Ct,Riverside,CA,92501,Riverside, ,33.997558,-117.359127,243952,-443040
506,13720,17-41195,RS0P06740384,8/4/2017,39.17883682,NEG,Grapefruit,CDFA, ,8,2017,HLB,42,63,3390 Strong St,Riverside,CA,92501,Riverside, ,33.997812,-117.358214,244036,-443010
507,13741,17-43676,RS0P06740422,8/15/2017,38.5255394,NEG,Mandarin,CDFA, ,8,2017,HLB,42,63,1893 Blenheim St,Riverside,CA,92507,Riverside, ,33.998473,-117.350461,244750,-442916
508,13850,17-45281,RS0P06740759,8/17/2017,39.49001312,NEG,Orange,CDFA, ,8,2017,HLB,42,63,1318 Gazania Cir,Riverside,CA,92501,Riverside, ,34.001975,-117.356655,244167,-442544
509,13862,17-45318,RS0P06740760,8/17/2017,39.63762665,NEG,Lime,CDFA, ,8,2017,HLB,42,63,1267 Gazania Cir,Riverside,CA,92501,Riverside, ,34.002266,-117.356547,244176,-442511
510,13881,17-49023,RS0P06740880,9/6/2017,39.28730774,NEG,orange,CDFA, ,9,2017,HLB,42,63,375 W 2nd St,San Jacinto,CA,92583,Riverside, ,33.785785,-116.962523,281330,-465418
511,13892,17-46847,RS0P06740900,8/24/2017,39.62301254,NEG,orange,CDFA, ,8,2017,HLB,42,63,11491 Tulane Ave,Riverside,CA,92507,Riverside, ,33.954068,-117.309321,248689,-447733
512,14040,17-36242,RS0P06770478,7/10/2017,37.89995956,NEG,orange,CDFA, ,7,2017,HLB,42,63,3227 Pine St,Riverside,CA,92501,Riverside, ,33.991393,-117.378967,242139,-443774
513,14045,17-36327,RS0P06770542,7/11/2017,39.96933365,NEG,Lemon,CDFA, ,7,2017,HLB,42,63,25021 Fern Ave,Loma Linda,CA,92354,San Bernardino, ,34.046942,-117.25848,253089,-437300
514,14058,17-34924,RS0P06770579,7/5/2017,39.26729584,NEG,Tangelo,CDFA, ,7,2017,HLB,42,63,127 N Balcom Ave,Fullerton,CA,92832,Orange, ,33.8707,-117.915606,192866,-458388
515,14067,17-35929,RS0P06770586,7/6/2017,38.1750679,NEG,lemon,CDFA, ,7,2017,HLB,42,63,7 Magnolia Via,Anaheim,CA,92801,Orange, ,33.864855,-117.912092,193205,-459029
516,14079,17-35281,RS0P06770714,7/5/2017,39.36,NEG,Orange,CDFA, ,7,2017,HLB,42,63,295 S Dallas Ave,San Bernardino,CA,92410,San Bernardino, ,34.096098,-117.344658,244983,-432076
517,14127,17-45338,RS0P06770916,8/17/2017,39.98104858,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,3331 Spring Garden St,Riverside,CA,92501,Riverside, ,34.001198,-117.355372,244288,-442627
518,14130,17-46818,RS0P06770919,8/24/2017,39.88782883,NEG,orange,CDFA, ,8,2017,HLB,42,63,1340 Cabrillo Dr,Hemet,CA,92543,Riverside, ,33.755123,-116.984412,279411,-468882
519,14134,17-47326,RS0P06770924,8/29/2017,38.40644836,NEG,Tangerine,CDFA, ,8,2017,HLB,42,63,1187 Clark St,Riverside,CA,92501,Riverside, ,34.003632,-117.355453,244273,-442357
520,14182,17-36234,RS0P06771252,7/10/2017,38.23956299,NEG,orange,CDFA, ,7,2017,HLB,42,63,1602 Laurelwood Ave,Colton,CA,92324,San Bernardino, ,34.042523,-117.290249,250171,-437875
521,14236,17-41758,RS0P06771501,8/7/2017,39.78759003,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,1734 Sonic Ct,Riverside,CA,92501,Riverside, ,33.997847,-117.358826,243979,-443007
522,14241,17-35014,RS0P06771530,7/5/2017,39.95336914,NEG,Trifoliate,CDFA, ,7,2017,HLB,42,63,114 Linwood Pl,Fullerton,CA,92831,Orange, ,33.870105,-117.910209,193367,-458443
523,14272,17-48109,RS0P06771647,8/30/2017,39.12554932,NEG,Tangerine,CDFA, ,8,2017,HLB,42,63,221 Marie St,La Habra,CA,90631,Orange, ,33.930684,-117.974154,187307,-451854
524,14273,17-34811,RS0P06771650,6/29/2017,39.27489853,NEG,orange,CDFA, ,6,2017,HLB,42,63,10834 Orange Grove St,Loma Linda,CA,92354,San Bernardino, ,34.056613,-117.260032,252915,-436232
525,14275,17-42028,RS0P06771658,8/8/2017,38.40244293,NEG,Cocktail,CDFA, ,8,2017,HLB,42,63,1308 Mulberry St,Riverside,CA,92501,Riverside, ,34.001085,-117.354937,244329,-442638
526,14330,17-41840,RS0P06772154,8/7/2017,39.3235817,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,11105 Arizona Ave,Riverside,CA,92503,Riverside, ,33.890879,-117.466356,234366,-455138
527,14359,17-45473,RS0P06772369,8/21/2017,39.21934891,NEG,orange,CDFA, ,8,2017,HLB,42,63,3396 Spring Garden St,Riverside,CA,92501,Riverside, ,34.00153,-117.356263,244205,-442592
528,14385,17-39267,RS0P06772447,7/26/2017,39.68538666,NEG,Lemon,CDFA, ,7,2017,HLB,42,63,6988 Canterra Way,Fontana,CA,92336,San Bernardino, ,34.127001,-117.452903,234906,-428923
529,14571,17-52142,RS0P06810475,9/25/2017,38.25394821,NEG,Mexican lime,CDFA, ,9,2017,HLB,42,63,5035 Fashion Pl,Riverside,CA,92504,Riverside, ,33.955324,-117.412974,239107,-447860
530,14582,17-52767,RS0P06814879,9/26/2017,39.35370636,NEG,orange,CDFA, ,9,2017,HLB,42,63,1882 E Victoria Ave,San Bernardino,CA,92408,San Bernardino, ,34.074305,-117.246924,254067,-434235
531,14588,17-52775,RS0P06814879,9/26/2017,38.75572205,NEG,orange,CDFA, ,9,2017,HLB,42,63,1882 E Victoria Ave,San Bernardino,CA,92408,San Bernardino, ,34.074305,-117.246924,254067,-434235
532,14591,17-52785,RS0P06814879,9/26/2017,39.21979904,NEG,orange,CDFA, ,9,2017,HLB,42,63,1882 E Victoria Ave,San Bernardino,CA,92408,San Bernardino, ,34.074305,-117.246924,254067,-434235
533,14604,17-52088,RS0P50001227,9/25/2017,38.32869339,NEG,orange,CDFA, ,9,2017,HLB,42,63,2221 W Snead St,La Habra,CA,90631,Orange, ,33.907275,-117.971686,187591,-454445
534,14615,17-50115,RS0P50001276,9/13/2017,39.31270981,NEG,Lemon,CDFA, ,9,2017,HLB,42,63,4320 Stanley Ct,Riverside,CA,92501,Riverside, ,34.009948,-117.368954,243007,-441691
535,14629,17-50857,RS0P50001865,9/18/2017,39.59830856,NEG,orange,CDFA, ,9,2017,HLB,42,63,2810 Denton St,Riverside,CA,92507,Riverside, ,33.967383,-117.370064,243035,-446414
536,14658,17-50858,RS0P50002026,9/19/2017,38.34434891,NEG,Lemon,CDFA, ,9,2017,HLB,42,63,4409 Beverly Ct,Riverside,CA,92506,Riverside, ,33.962254,-117.399781,240305,-447058
537,14899,17-50118,RS0P50003365,9/13/2017,38.51817322,NEG,orange,CDFA, ,9,2017,HLB,42,63,30107 Via Palermo,Menifee,CA,92584,Riverside, ,33.683682,-117.162045,263195,-477308
538,14917,17-47308,RS0P50003417,8/29/2017,39.10860443,NEG,Orange,CDFA, ,8,2017,HLB,42,63,1146 N Orange St Apt# 3,Riverside,CA,92501,Riverside, ,34.004889,-117.357341,244095,-442223
539,14975,17-48650,RS0P50003646,9/5/2017,39.72257996,NEG,Grapefruit,CDFA, ,9,2017,HLB,42,63,27150 Shadel Rd Space#200,Sun City,CA,92586,Riverside, ,33.717827,-117.184086,261039,-473584
540,14997,17-41837,RS0P50003706,8/7/2017,39.2154808,NEG,orange,CDFA, ,8,2017,HLB,42,63,3961 Canterbury Rd,Riverside,CA,92504,Riverside, ,33.937446,-117.422547,238277,-449866
541,15035,17-45305,RSAP06160061,8/17/2017,39.67424011,NEG,Orange,CDFA, ,8,2017,HLB,42,63,3434 Cote Ln,Riverside,CA,92501,Riverside, ,34.001693,-117.357245,244114,-442577
542,15051,17-39071,RSAP06160259,7/26/2017,39.15005875,NEG,Lime,CDFA, ,7,2017,HLB,42,63,1909 Taormina Ct,Riverside,CA,92507,Riverside, ,33.996395,-117.35064,244740,-443147
543,15065,17-39557,RSAP06160371,7/29/2017,37.91566849,NEG,Sweet-Lime,CDFA, ,7,2017,HLB,42,63,2026 Marlborough Ave,Riverside,CA,92507,Riverside, ,33.99747,-117.35273,244544,-443033
544,15152,17-46970,RSAP06160391,8/28/2017,39.29871368,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,1547 Hillcrest Ave,Riverside,CA,92501,Riverside, ,33.999875,-117.357214,244122,-442778
545,15158,17-46966,RSAP06160392,8/28/2017,39.27002716,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,1566 Jeff Ct,Riverside,CA,92501,Riverside, ,34.000219,-117.358098,244039,-442742
546,15163,17-46964,RSAP06160392,8/28/2017,39.32497025,NEG,orange,CDFA, ,8,2017,HLB,42,63,1566 Jeff Ct,Riverside,CA,92501,Riverside, ,34.000219,-117.358098,244039,-442742
547,15170,17-46961,RSAP06160392,8/28/2017,38.93143082,NEG,lime.,CDFA, ,8,2017,HLB,42,63,1566 Jeff Ct,Riverside,CA,92501,Riverside, ,34.000219,-117.358098,244039,-442742
548,15341,17-52247,SDAP06440384,9/20/2017,37.7916832,NEG,Lemon,CDFA, ,9,2017,HLB,42,63,1415 Aurora Dr,El Centro,CA,92243,Imperial, ,32.77826,-115.56815,415614,-571869
549,15464,17-47306,SDAP06705084,8/29/2017,39.3363266,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,141 Countryhaven Rd,Encinitas,CA,92024,San Diego, ,33.04547,-117.24544,257518,-548244
550,15544,17-40751,SDAP06781642,8/2/2017,37.72144318,NEG,Mandarin,CDFA, ,8,2017,HLB,42,63,1916 Via Rancho Pkwy,Escondido,CA,92029,San Diego, ,33.08686,-117.10691,270325,-543275
551,15554,17-35660,SDAP06781878,7/6/2017,39.0358963,NEG,Lime,CDFA, ,7,2017,HLB,42,63,12801 Corbett Ct,San Diego,CA,92130,San Diego, ,32.95278,-117.21798,260385,-558434
552,15561,17-40776,SDAP06781903,8/2/2017,39.07324219,NEG,Tangerine,CDFA, ,8,2017,HLB,42,63,6828 Fuji St,San Diego,CA,92139,San Diego, ,32.68545,-117.04729,277278,-587545
553,15577,17-34839,SDAP06782252,6/28/2017,39.31193924,NEG,Lemon,CDFA, ,6,2017,HLB,42,63,12163 Winter Gardens Dr,Lakeside,CA,92040,San Diego, ,32.82911,-116.92948,287822,-571292
554,15602,17-34873,SDAP06782435,6/29/2017,38.3278656,NEG,Grapefruit,CDFA, ,6,2017,HLB,42,63,1481 Greenbay St,San Diego,CA,92154,San Diego, ,32.56954,-117.0883,273822,-600492
555,15672,17-47339,SDAP06782686,8/29/2017,39.33870316,NEG,Orange,CDFA, ,8,2017,HLB,42,63,1440 Virginia Way,La Jolla,CA,92037,San Diego, ,32.84604,-117.26725,256116,-570386
556,15694,17-37602,SDAP06782761,7/18/2017,38.45715714,NEG,Lemon,CDFA, ,7,2017,HLB,42,63,1958 PARADISE HILLS RD,San Diego,CA,92114,San Diego, ,32.69217,-117.04471,277497,-586793
557,15756,17-40767,SDAP06783018,8/1/2017,39.36386108,NEG,Lime,CDFA, ,8,2017,HLB,42,63,6506 Broadrick Pl,San Diego,CA,92139,San Diego, ,32.67737,-117.04635,277394,-588436
558,15811,17-42499,SDAP06783425,8/9/2017,39.54965591,NEG,Grapefruit,CDFA, ,8,2017,HLB,42,63,3727 Cresta Bonita Dr,Bonita,CA,91902,San Diego, ,32.65786,-117.05291,276846,-590615
559,15857,17-48286,SDAP06783665,8/29/2017,39.17969513,NEG,Tangelo,CDFA, ,8,2017,HLB,42,63,13404 Stone Canyon Rd,Poway,CA,92064,San Diego, ,33.00694,-117.04055,276800,-551934
560,15891,17-47332,SDAP06783965,8/29/2017,38.58712769,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,7909 Faraway Ln,San Diego,CA,92029,San Diego, ,33.07774,-117.16167,265240,-544440
561,15899,17-48242,SDAP06784033,8/31/2017,39.40009308,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,7427 Eads Av,La Jolla,CA,92037,San Diego, ,32.83901,-117.2745,255459,-571184
562,16001,17-50967,SDAP06784573,9/19/2017,38.84241867,NEG,Cocktail,CDFA, ,9,2017,HLB,42,63,1621 BLACKTHORNE CT,EL CAJON,CA,92020,San Diego, ,32.7856,-116.98505,282768,-576275
563,16071,17-51000,SDAP06784777,9/19/2017,39.65133286,NEG,Tangelo,CDFA, ,9,2017,HLB,42,63,4019 COSMO ST,San Diego,CA,92111,San Diego, ,32.81795,-117.16539,265753,-573216
564,16078,17-52275,SDAP06784784,9/21/2017,39.56904221,NEG,Lemon,CDFA, ,9,2017,HLB,42,63,751 Lincoln Ave,El Centro,CA,92243,Imperial, ,32.80716,-115.56045,416186,-568638
565,16089,17-52725,SDAP06784997,9/26/2017,38.21530151,NEG,Orange,CDFA, ,9,2017,HLB,42,63,3987 Broadlawn St,San Diego,CA,92111,San Diego, ,32.81713,-117.16819,265493,-573314
566,16289,17-35621,SM0P06787669,6/28/2017,39.10063553,NEG,Mandarin,CDFA, ,6,2017,HLB,42,63,262 Joannie Way,Vista,CA,92083,San Diego, ,33.17616,-117.22334,259159,-533710
567,16326,17-46795,SM0P06787836,8/8/2017,39.58341599,NEG,lemon,CDFA, ,8,2017,HLB,42,63,973 Highland Dr,Vista,CA,92083,San Diego, ,33.21057,-117.26049,255583,-529999
568,16340,17-46754,SM0P06787902,8/22/2017,38.42366028,NEG,lemon,CDFA, ,8,2017,HLB,42,63,200 Olive Ave Sp68,Vista,CA,92083,San Diego, ,33.20315,-117.2478,256790,-530787
569,16351,17-50131,SM0P06787965,8/30/2017,37.02576065,NEG,Tangerine,CDFA, ,8,2017,HLB,42,63,26094 Barrington Ct,Sun City,CA,92586,Riverside, ,33.69916,-117.20466,259193,-475710
570,16481,17-38560,VN0P06517854,7/20/2017,39.59343338,NEG,Lemon,CDFA, ,7,2017,HLB,42,63,10014 Leona Ave,Tujunga,CA,91042,Los Angeles, ,34.24987,-118.27567,158789,-417003
571,16519,17-41820,VN0P06521343,8/7/2017,38.7278862,NEG,Pink Lemonade,CDFA, ,8,2017,HLB,42,63,4233 Russell Ave,Los Angeles,CA,90027,Los Angeles, ,34.10411,-118.28198,158501,-433182
572,16546,17-41824,VN0P06521484,8/7/2017,39.01273727,NEG,Lime,CDFA, ,8,2017,HLB,42,63,1482 Glendon Ave,Los Angeles,CA,90024,Los Angeles, ,34.054951,-118.409856,146796,-438840
573,16550,17-48110,VN0P06521505,8/30/2017,39.0711441,NEG,Grapefruit,CDFA, ,8,2017,HLB,42,63,14745 Delano St,Van Nuys,CA,91411,Los Angeles, ,34.182656,-118.454598,142435,-424743
574,16613,17-43753,VNAP06526713,8/10/2017,38.84086609,NEG,Tangerine,CDFA, ,8,2017,HLB,42,63,3380 Somis Rd,Somis,CA, ,Ventura, ,34.256907,-118.995815,92467.79688,-417177
575,16642,17-43744,VNAP06526715,8/15/2017,39.35746765,NEG,Tangerine,CDFA, ,8,2017,HLB,42,63,388 Calle La Sombra,Camarillo,CA,93010,Ventura, ,34.223854,-119.06443,86186,-420908
576,16646,17-43736,VNAP06526716,8/15/2017,39.36850739,NEG,Lemon,CDFA, ,8,2017,HLB,42,63,725 Loma Vista Pl,Somis,CA,93060,Ventura, ,34.360637,-119.068372,85673.70313,-405736
577,16651,17-39691,VS0P06408965,7/27/2017,38.86637878,NEG,lemon,CDFA, ,7,2017,HLB,42,63,1401 Ming Ave,Bakersfield,CA,93304,Kern, ,35.339433,-119.017071,89264.70313,-297033
578,16681,17-51557,VS0P06473537,9/21/2017,37.94815063,NEG,Orange,CDFA, ,9,2017,HLB,42,63,S. of Di Giorgio Rd. & 36 mi W. of RockPile Rd.,Arvin,CA,93203,Kern, ,35.25295,-118.79514,109540,-306404
579,16694,17-48639,VS0P06473543,9/5/2017,38.65101242,NEG,Grapefruit,CDFA, ,9,2017,HLB,42,63,1426 E Sequoia Ave,Tulare,CA,93274,Tulare, ,36.208495,-119.325501,60568.39844,-200734
580,16700,17-36243,VS0P06586145,7/10/2017,39.0489769,NEG,lemon,CDFA, ,7,2017,HLB,42,63,5620 Julie St,Bakersfield,CA,93313,Kern, ,35.303448,-119.052168,86117.5,-301061
581,16726,17-40891,VS0P06606540,8/2/2017,39.98573303,NEG,Orange,CDFA, ,8,2017,HLB,42,63,S. of Ave 300 & W. of Rd. 208,Exeter,CA,93221,Tulare, ,36.3301,-119.10875,79904.60156,-187061
582,16765,17-50424,VS0P06607035,9/18/2017,37.42761993,NEG,Orange,CDFA, ,9,2017,HLB,42,63,611 S Ventura Ave,Farmersville,CA,93223,Tulare, ,36.293123,-119.211727,70706.60156,-191251
583,16779,17-48673,VS0P06607063,9/5/2017,38.14505005,NEG,orange,CDFA, ,9,2017,HLB,42,63,W of parkside ave and S of palm st,lindsay,CA,93247,Tulare, ,36.2234,-119.0924,81483.89844,-198903
584,16782,17-49414,VS0P06607066,9/11/2017,38.52694321,NEG,Tangelo,CDFA, ,9,2017,HLB,42,63,751 Sunset Dr,Lindsay,CA,93247,Tulare, ,36.21114,-119.090226,81692.10156,-200263
585,16784,17-50141,VS0P06607068,9/13/2017,39.17334747,NEG,lemon,CDFA, ,9,2017,HLB,42,63,2149 N Quincy St,Visalia,CA,93291,Tulare, ,36.348477,-119.356042,57720.30078,-185198
586,16796,17-43790,VS0P06607135,8/15/2017,39.57875824,NEG,Orange,CDFA, ,8,2017,HLB,42,63,1007 Elizabeth CT.,Bakersfield,CA,93308,Kern, ,35.435222,-119.010372,89762,-286388
587,16797,17-34689,VS0P06607158,6/29/2017,39.98613739,NEG,lemon,CDFA, ,6,2017,HLB,42,63,615 Lexington St,Delano,CA,93215,Kern, ,35.765103,-119.240842,68564.89844,-249939
588,16823,17-36251,VS0P06607290,7/10/2017,38.46702194,NEG,Mandarin,CDFA, ,7,2017,HLB,42,30,S. of Ave 314 & E. of Rd. 216,Lemon Cove,CA,93244,Tulare, ,36.35589,-119.08872,81672.70313,-184178
589,16859,17-45404,VS0P06607314,8/17/2017,39.9144249,NEG,lemon,CDFA, ,8,2017,HLB,42,30,E. of Hwy 180 & S. of Cove Ave,Reedley,CA,93654,Fresno, ,36.7129033,-119.3450617,58424.69922,-144691
590,16914,17-36561,VS0P06607933,7/12/2017,39.49720764,NEG,Orange,CDFA, ,7,2017,HLB,42,30,S. of Ave 326 & W. of Wutchumna Ditch,Ivanhoe,CA,93235,Tulare, ,36.38061,-119.18564,72963,-181510
591,16974,17-43603,VS0P06670257,8/14/2017,38.10406876,NEG,lemon,CDFA, ,8,2017,HLB,42,63,2313 Wilson Rd,Bakersfield,CA,93304,Kern, ,35.332151,-119.029082,88182.29688,-297853
592,17034,17-43601,VS0P06670491,8/14/2017,37.81142044,NEG,Orange,CDFA, ,8,2017,HLB,42,63,913 Nixon Way,Bakersfield,CA,93308,Kern, ,35.415378,-119.044305,86706.5,-288624
593,17101,17-50143,VS0P06671634,9/13/2017,39.8215332,NEG,Orange,CDFA, ,9,2017,HLB,42,30,S. of Hwy 63 & N. of Ave 480,Orange Cove,CA,93646,Fresno, ,36.6650017,-119.3007317,62418.39844,-149987
594,17112,17-34892,VS0P06671911,6/29/2017,38.41820145,NEG,Orange,CDFA, ,6,2017,HLB,42,30,E. of Ave 352 & N. of Rd. 164,Visalia,CA,93292,Tulare, ,36.4330767,-119.2094517,70781,-175697
595,17120,17-36558,VS0P06671913,7/12/2017,39.28014755,NEG,Orange,CDFA, ,7,2017,HLB,42,30,E. of Road 172 & W. of Ave 356,Visalia,CA,93292,Tulare, ,36.4363933,-119.1877233,72723.20313,-175312
596,17211,17-41864,VS0P06671938,8/7/2017,39.3516922,NEG,Orange,CDFA, ,8,2017,HLB,42,63,E. of Ave 368 & S. Rd. 52,Dinuba,CA,93618,Tulare, ,36.4467083,-119.4643783,47948.10156,-174342
597,17213,17-41862,VS0P06671938,8/7/2017,39.43109512,NEG,Orange,CDFA, ,8,2017,HLB,42,63,E. of Ave 368 & S. Rd. 52,Dinuba,CA,93618,Tulare, ,36.4467083,-119.4643783,47948.10156,-174342
598,17240,17-47658,VS0P06671949,8/29/2017,39.77419662,NEG,Mandarin,CDFA, ,8,2017,HLB,42,30,E. of Ave 352 & W. of Rd. 172,Visalia,CA,93292,Tulare, ,36.4224917,-119.195895,72004.70313,-176863
599,17253,17-49048,VS0P06671951,9/6/2017,39.29521561,NEG,Lemon,CDFA, ,9,2017,HLB,42,30,W of Burr Dr and N of Ave 248,Lindsay,CA,93247,Tulare, ,36.2402833,-119.0650567,83920.20313,-197003
600,17319,17-48704,VS0P06672127,8/31/2017,39.78728104,NEG,Lemon,CDFA, ,8,2017,HLB,42,30,N of Cecil Ave and E of Quinn Rd,Richgrove,CA,93261,Kern, ,35.77745,-119.07076,83912.29688,-248430
601,19331,12-1758,RIAP06060946,1/12/2012,39.73,NEG,Mexican Lime,CDFA,0,1,2012,HLB,42,63,10621 58th St,Mira Loma,CA,91752,Riverside,36100,33.98279256,-117.5172321,229394,-445072
602,19332,12-1759,RIAP06060946,1/12/2012,39.73,NEG,Orange,CDFA,0,1,2012,HLB,42,63,10621 58th St,Mira Loma,CA,91752,Riverside,36100,33.98279256,-117.5172321,229394,-445072
